row_id,service,service_slug,keyword_group,keyword_slug,location,location_slug,market_scope,page_type,template_type,target_keyword,suggested_slug,parent_page_slug,priority,notes
396,Financial Reporting,financial-reporting,Management Accounts,management-accounts,Westminster,westminster,district,deliverable,service-page,Management Accounts Westminster,management-accounts-westminster,financial-reporting-westminster,P3,Added to reach 450 pages with higher-intent service coverage
397,Financial Reporting,financial-reporting,Management Accounts,management-accounts,Southwark,southwark,district,deliverable,service-page,Management Accounts Southwark,management-accounts-southwark,financial-reporting-southwark,P3,Added to reach 450 pages with higher-intent service coverage
398,Financial Reporting,financial-reporting,Management Accounts,management-accounts,London Bridge,london-bridge,district,deliverable,service-page,Management Accounts London Bridge,management-accounts-london-bridge,financial-reporting-london-bridge,P3,Added to reach 450 pages with higher-intent service coverage
399,Financial Reporting,financial-reporting,Management Accounts,management-accounts,King's Cross,kings-cross,district,deliverable,service-page,Management Accounts King's Cross,management-accounts-kings-cross,financial-reporting-kings-cross,P3,Added to reach 450 pages with higher-intent service coverage
400,Financial Reporting,financial-reporting,Management Accounts,management-accounts,Farringdon,farringdon,district,deliverable,service-page,Management Accounts Farringdon,management-accounts-farringdon,financial-reporting-farringdon,P3,Added to reach 450 pages with higher-intent service coverage
401,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,London,london,city,deliverable,service-page,Monthly Management Accounts London,monthly-management-accounts-london,financial-reporting-london,P1,Added to reach 450 pages with higher-intent service coverage
402,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,South East London,south-east-london,district,deliverable,service-page,Monthly Management Accounts South East London,monthly-management-accounts-south-east-london,financial-reporting-south-east-london,P3,Added to reach 450 pages with higher-intent service coverage
403,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,East London,east-london,district,deliverable,service-page,Monthly Management Accounts East London,monthly-management-accounts-east-london,financial-reporting-east-london,P3,Added to reach 450 pages with higher-intent service coverage
404,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,Manchester,manchester,city,deliverable,service-page,Monthly Management Accounts Manchester,monthly-management-accounts-manchester,financial-reporting-manchester,P2,Added to reach 450 pages with higher-intent service coverage
405,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,City of London,city-of-london,district,deliverable,service-page,Monthly Management Accounts City of London,monthly-management-accounts-city-of-london,financial-reporting-city-of-london,P3,Added to reach 450 pages with higher-intent service coverage
406,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,Westminster,westminster,district,deliverable,service-page,Monthly Management Accounts Westminster,monthly-management-accounts-westminster,financial-reporting-westminster,P3,Added to reach 450 pages with higher-intent service coverage
407,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,Southwark,southwark,district,deliverable,service-page,Monthly Management Accounts Southwark,monthly-management-accounts-southwark,financial-reporting-southwark,P3,Added to reach 450 pages with higher-intent service coverage
408,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,London Bridge,london-bridge,district,deliverable,service-page,Monthly Management Accounts London Bridge,monthly-management-accounts-london-bridge,financial-reporting-london-bridge,P3,Added to reach 450 pages with higher-intent service coverage
409,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,King's Cross,kings-cross,district,deliverable,service-page,Monthly Management Accounts King's Cross,monthly-management-accounts-kings-cross,financial-reporting-kings-cross,P3,Added to reach 450 pages with higher-intent service coverage
410,Financial Reporting,financial-reporting,Monthly Management Accounts,monthly-management-accounts,Farringdon,farringdon,district,deliverable,service-page,Monthly Management Accounts Farringdon,monthly-management-accounts-farringdon,financial-reporting-farringdon,P3,Added to reach 450 pages with higher-intent service coverage
411,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,London,london,city,deliverable,service-page,Cash Flow Forecasting London,cash-flow-forecasting-london,cashflow-management-london,P1,Added to reach 450 pages with higher-intent service coverage
412,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,South East London,south-east-london,district,deliverable,service-page,Cash Flow Forecasting South East London,cash-flow-forecasting-south-east-london,cashflow-management-south-east-london,P3,Added to reach 450 pages with higher-intent service coverage
413,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,East London,east-london,district,deliverable,service-page,Cash Flow Forecasting East London,cash-flow-forecasting-east-london,cashflow-management-east-london,P3,Added to reach 450 pages with higher-intent service coverage
414,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,Manchester,manchester,city,deliverable,service-page,Cash Flow Forecasting Manchester,cash-flow-forecasting-manchester,cashflow-management-manchester,P2,Added to reach 450 pages with higher-intent service coverage
415,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,City of London,city-of-london,district,deliverable,service-page,Cash Flow Forecasting City of London,cash-flow-forecasting-city-of-london,cashflow-management-city-of-london,P3,Added to reach 450 pages with higher-intent service coverage
416,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,Westminster,westminster,district,deliverable,service-page,Cash Flow Forecasting Westminster,cash-flow-forecasting-westminster,cashflow-management-westminster,P3,Added to reach 450 pages with higher-intent service coverage
417,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,Southwark,southwark,district,deliverable,service-page,Cash Flow Forecasting Southwark,cash-flow-forecasting-southwark,cashflow-management-southwark,P3,Added to reach 450 pages with higher-intent service coverage
418,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,London Bridge,london-bridge,district,deliverable,service-page,Cash Flow Forecasting London Bridge,cash-flow-forecasting-london-bridge,cashflow-management-london-bridge,P3,Added to reach 450 pages with higher-intent service coverage
419,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,King's Cross,kings-cross,district,deliverable,service-page,Cash Flow Forecasting King's Cross,cash-flow-forecasting-kings-cross,cashflow-management-kings-cross,P3,Added to reach 450 pages with higher-intent service coverage
420,Cashflow Management,cashflow-management,Cash Flow Forecasting,cash-flow-forecasting,Farringdon,farringdon,district,deliverable,service-page,Cash Flow Forecasting Farringdon,cash-flow-forecasting-farringdon,cashflow-management-farringdon,P3,Added to reach 450 pages with higher-intent service coverage
421,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,London,london,city,deliverable,service-page,Cash Flow Forecast London,cash-flow-forecast-london,cashflow-management-london,P1,Added to reach 450 pages with higher-intent service coverage
422,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,South East London,south-east-london,district,deliverable,service-page,Cash Flow Forecast South East London,cash-flow-forecast-south-east-london,cashflow-management-south-east-london,P3,Added to reach 450 pages with higher-intent service coverage
423,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,East London,east-london,district,deliverable,service-page,Cash Flow Forecast East London,cash-flow-forecast-east-london,cashflow-management-east-london,P3,Added to reach 450 pages with higher-intent service coverage
424,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,Manchester,manchester,city,deliverable,service-page,Cash Flow Forecast Manchester,cash-flow-forecast-manchester,cashflow-management-manchester,P2,Added to reach 450 pages with higher-intent service coverage
425,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,City of London,city-of-london,district,deliverable,service-page,Cash Flow Forecast City of London,cash-flow-forecast-city-of-london,cashflow-management-city-of-london,P3,Added to reach 450 pages with higher-intent service coverage
426,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,Westminster,westminster,district,deliverable,service-page,Cash Flow Forecast Westminster,cash-flow-forecast-westminster,cashflow-management-westminster,P3,Added to reach 450 pages with higher-intent service coverage
427,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,Southwark,southwark,district,deliverable,service-page,Cash Flow Forecast Southwark,cash-flow-forecast-southwark,cashflow-management-southwark,P3,Added to reach 450 pages with higher-intent service coverage
428,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,London Bridge,london-bridge,district,deliverable,service-page,Cash Flow Forecast London Bridge,cash-flow-forecast-london-bridge,cashflow-management-london-bridge,P3,Added to reach 450 pages with higher-intent service coverage
429,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,King's Cross,kings-cross,district,deliverable,service-page,Cash Flow Forecast King's Cross,cash-flow-forecast-kings-cross,cashflow-management-kings-cross,P3,Added to reach 450 pages with higher-intent service coverage
430,Cashflow Management,cashflow-management,Cash Flow Forecast,cash-flow-forecast,Farringdon,farringdon,district,deliverable,service-page,Cash Flow Forecast Farringdon,cash-flow-forecast-farringdon,cashflow-management-farringdon,P3,Added to reach 450 pages with higher-intent service coverage
431,Generic,generic,Finance Business Partner,finance-business-partner,London,london,city,commercial,service-page,Finance Business Partner London,finance-business-partner-london,generic-london,P1,Added to reach 450 pages with higher-intent service coverage
432,Generic,generic,Finance Business Partner,finance-business-partner,South East London,south-east-london,district,commercial,service-page,Finance Business Partner South East London,finance-business-partner-south-east-london,generic-south-east-london,P3,Added to reach 450 pages with higher-intent service coverage
433,Generic,generic,Finance Business Partner,finance-business-partner,East London,east-london,district,commercial,service-page,Finance Business Partner East London,finance-business-partner-east-london,generic-east-london,P3,Added to reach 450 pages with higher-intent service coverage
434,Generic,generic,Finance Business Partner,finance-business-partner,Manchester,manchester,city,commercial,service-page,Finance Business Partner Manchester,finance-business-partner-manchester,generic-manchester,P2,Added to reach 450 pages with higher-intent service coverage
435,Generic,generic,Finance Business Partner,finance-business-partner,City of London,city-of-london,district,commercial,service-page,Finance Business Partner City of London,finance-business-partner-city-of-london,generic-city-of-london,P2,Added to reach 450 pages with higher-intent service coverage
436,Generic,generic,Finance Business Partner,finance-business-partner,Westminster,westminster,district,commercial,service-page,Finance Business Partner Westminster,finance-business-partner-westminster,generic-westminster,P2,Added to reach 450 pages with higher-intent service coverage
437,Generic,generic,Finance Business Partner,finance-business-partner,Southwark,southwark,district,commercial,service-page,Finance Business Partner Southwark,finance-business-partner-southwark,generic-southwark,P2,Added to reach 450 pages with higher-intent service coverage
438,Generic,generic,Finance Business Partner,finance-business-partner,London Bridge,london-bridge,district,commercial,service-page,Finance Business Partner London Bridge,finance-business-partner-london-bridge,generic-london-bridge,P2,Added to reach 450 pages with higher-intent service coverage
439,Generic,generic,Finance Business Partner,finance-business-partner,King's Cross,kings-cross,district,commercial,service-page,Finance Business Partner King's Cross,finance-business-partner-kings-cross,generic-kings-cross,P3,Added to reach 450 pages with higher-intent service coverage
440,Generic,generic,Finance Business Partner,finance-business-partner,Farringdon,farringdon,district,commercial,service-page,Finance Business Partner Farringdon,finance-business-partner-farringdon,generic-farringdon,P3,Added to reach 450 pages with higher-intent service coverage
441,Generic,generic,Outsourced Finance Team,outsourced-finance-team,London,london,city,delivery-model,service-page,Outsourced Finance Team London,outsourced-finance-team-london,generic-london,P1,Added to reach 450 pages with higher-intent service coverage
442,Generic,generic,Outsourced Finance Team,outsourced-finance-team,South East London,south-east-london,district,delivery-model,service-page,Outsourced Finance Team South East London,outsourced-finance-team-south-east-london,generic-south-east-london,P3,Added to reach 450 pages with higher-intent service coverage
443,Generic,generic,Outsourced Finance Team,outsourced-finance-team,East London,east-london,district,delivery-model,service-page,Outsourced Finance Team East London,outsourced-finance-team-east-london,generic-east-london,P3,Added to reach 450 pages with higher-intent service coverage
444,Generic,generic,Outsourced Finance Team,outsourced-finance-team,Manchester,manchester,city,delivery-model,service-page,Outsourced Finance Team Manchester,outsourced-finance-team-manchester,generic-manchester,P2,Added to reach 450 pages with higher-intent service coverage
445,Generic,generic,Outsourced Finance Team,outsourced-finance-team,City of London,city-of-london,district,delivery-model,service-page,Outsourced Finance Team City of London,outsourced-finance-team-city-of-london,generic-city-of-london,P2,Added to reach 450 pages with higher-intent service coverage
446,Generic,generic,Outsourced Finance Team,outsourced-finance-team,Westminster,westminster,district,delivery-model,service-page,Outsourced Finance Team Westminster,outsourced-finance-team-westminster,generic-westminster,P2,Added to reach 450 pages with higher-intent service coverage
447,Generic,generic,Outsourced Finance Team,outsourced-finance-team,Southwark,southwark,district,delivery-model,service-page,Outsourced Finance Team Southwark,outsourced-finance-team-southwark,generic-southwark,P2,Added to reach 450 pages with higher-intent service coverage
448,Generic,generic,Outsourced Finance Team,outsourced-finance-team,London Bridge,london-bridge,district,delivery-model,service-page,Outsourced Finance Team London Bridge,outsourced-finance-team-london-bridge,generic-london-bridge,P2,Added to reach 450 pages with higher-intent service coverage
449,Generic,generic,Outsourced Finance Team,outsourced-finance-team,King's Cross,kings-cross,district,delivery-model,service-page,Outsourced Finance Team King's Cross,outsourced-finance-team-kings-cross,generic-kings-cross,P3,Added to reach 450 pages with higher-intent service coverage
450,Generic,generic,Outsourced Finance Team,outsourced-finance-team,Farringdon,farringdon,district,delivery-model,service-page,Outsourced Finance Team Farringdon,outsourced-finance-team-farringdon,generic-farringdon,P3,Added to reach 450 pages with higher-intent service coverage
